x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284,0.00040000000000000284
0.00039509754214804094,0.0003950975415827697,0.0003950975421489546,0.00039509754547193093,0.00039509754556471663,0.0003950975455575318,0.0003950975434374881,0.0003950975434395151,0.00039509754343845587,0.00039510674581970563,0.00039510674634646076,0.0003951067458149875,0.0003951067493454929,0.00039510675012677227,0.0003951067493463138,0.0003951067480110565,0.00039510674801385343,0.00039510674801288063,0.00039510326298668034,0.00039510326512406355,0.0003951032629961674,0.00039510326820738035,0.0003951032681592083,0.00039510326815878056,0.000395103265667747,0.00039510326557900925,0.0003951032655711735
0.00036932438497452993,0.00036932438275628953,0.00036932438497771353,0.0003693243952515128,0.00036932439561442623,0.00036932439558663195,0.0003693243889881523,0.0003693243889945513,0.00036932438899117307,0.00036935303409911226,0.0003693530361639306,0.0003693530340802081,0.00036935304507058263,0.00036935304813357845,0.00036935304507312015,0.0003693530409158422,0.0003693530409252069,0.0003693530409221933,0.00036934218802065323,0.00036934219640235737,0.0003693421880573412,0.00036934220431179414,0.00036934220412147687,0.0003693422041203217,0.00036934219644224245,0.0003693421960921188,0.000369342196062428
0.00031852584314319643,0.00031852583821429605,0.0003185258431497274,0.000318525862243466,0.0003185258630482395,0.00031852586298702115,0.00031852585064868317,0.00031852585066080195,0.0003185258506543461,0.0003185794244633098,0.0003185794290482154,0.0003185794244207805,0.0003185794449775352,0.0003185794517795201,0.00031857944498225107,0.0003185794372052151,0.0003185794372238507,0.00031857943721823865,0.0003185591277214541,0.00031855914633756966,0.0003185591278022438,0.000318559158257953,0.00031855915783334443,0.0003185591578314841,0.0003185591436009888,0.0003185591428204593,0.0003185591427559149
0.00024108109606212755,0.00024108108737404084,0.00024108109607313903,0.00024108112628994097,0.0002410811277070143,0.00024108112759960298,0.00024108110799078922,0.00024108110801021699,0.00024108110799980485,0.000241166279788239,0.0002411662878670729,0.00024116627971279206,0.00024116631239833478,0.00024116632438436026,0.00024116631240580052,0.00024116630003893197,0.00024116630006978558,0.0002411663000608887,0.00024113399308367653,0.00024113402589054608,0.00024113399322541037,0.00024113404170247098,0.000241134040952437,0.0002411340409498077,0.000241134018468671,0.00024113401709049774,0.00024113401697804042
0.00013684877173340268,0.00013684875824827955,0.0001368487717501702,0.00013684881643178873,0.0001368488186303263,0.00013684881846392908,0.00013684878940879258,0.0001368487894376993,0.0001368487894221622,0.0001369750524331601,0.00013697506497066064,0.00013697505231574961,0.00013697510077863648,0.00013697511938006373,0.00013697510078968395,0.0001369750824523394,0.0001369750824989543,0.0001369750824857807,0.0001369271671495949,0.00013692721806534216,0.00013692716736915197,0.0001369272392697013,0.0001369272381045343,0.00013692723810087128,0.0001369272048778153,0.00013692720273720415,0.0001369272025634992
6.549772042157317e-6,6.549752737877897e-6,6.54977206623387e-6,6.54983654983706e-6,6.549839697326328e-6,6.5498394590476385e-6,6.549797541689274e-6,6.549797583362536e-6,6.549797560973436e-6,6.732076598307737e-6,6.732094546167352e-6,6.732076430317603e-6,6.732146408049817e-6,6.732173036531246e-6,6.7321464240107905e-6,6.732119945916117e-6,6.732120012988658e-6,6.732119993959121e-6,6.662940804430398e-6,6.6630136917912586e-6,6.66294111883515e-6,6.663044886299498e-6,6.663043218611646e-6,6.663043213265391e-6,6.662995233449145e-6,6.662992169530397e-6,6.6629919206590525e-6
-0.0001490894754519935,-0.0001490895015813241,-0.00014908947541867967,-0.00014908938312510627,-0.00014908937886264176,-0.00014908937918589187,-0.00014908943904158063,-0.00014908943898235674,-0.00014908943901407258,-0.00014882893581418037,-0.00014882891151725576,-0.0001488289360408348,-0.00014882883600980283,-0.00014882879996235243,-0.00014882883598692605,-0.00014882887383481158,-0.000148828873741032,-0.00014882887376828396,-0.000148927680811965,-0.0001489275821462066,-0.00014892768038541774,-0.0001489275322339645,-0.0001489275344888808,-0.00014892753449707294,-0.000148927603288201,-0.00014892760743182102,-0.0001489276077706161
-0.0003295013069024463,-0.00032950134084772483,-0.000329501306857551,-0.0003295011758006475,-0.0003295011702583297,-0.00032950117067989004,-0.0003295012553811304,-0.00032950125529791963,-0.00032950125534226264,-0.0003291322826568457,-0.0003291322510837916,-0.000329132282949689,-0.0003291321412369974,-0.00032913209439645186,-0.0003291321412044633,-0.00032913219481914914,-0.00032913219469069623,-0.00032913219472940496,-0.00032927194936106346,-0.0003292718211609351,-0.0003292719488047358,-0.00032927173926026657,-0.0003292717421844174,-0.0003292717421971826,-0.0003292718401026947,-0.0003292718454779398,-0.00032927184592237367
-0.0005341094208987554,-0.0005341094636315254,-0.0005341094208392485,-0.000534109235241822,-0.0005341092282558078,-0.0005341092287894863,-0.0005341093482428144,-0.0005341093481264745,-0.0005341093481880978,-0.0005335885020502204,-0.0005335884622882172,-0.0005335885024159096,-0.0005335883023380057,-0.0005335882433522147,-0.000533588302291864,-0.0005335883779811188,-0.00053358837780721,-0.0005335883778620303,-0.0005337851668778947,-0.0005337850054510367,-0.000533785166173507,-0.0005337848708772692,-0.0005337848745486976,-0.0005337848745686853,-0.0005337850135694836,-0.0005337850203217997,-0.0005337850208892148
