x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525,0.00039999999999999525
0.00041009778952030975,0.0004100977895212926,0.00041009778952060753,0.00041009779440995665,0.0004100977927638536,0.0004100977927414857,0.00041009779055061705,0.0004100977896385264,0.00041009779055157527,0.00041010833884660584,0.00041010833545444093,0.00041010833830756703,0.0004101083416980277,0.0004101083416927121,0.0004101083416922074,0.00041010834086058873,0.00041010834086170194,0.0004101083408608213,0.00041010116322100725,0.0004101011637503286,0.0004101011636966527,0.00041010116988490585,0.0004101011698490122,0.00041010116984083737,0.00041010116678731856,0.00041010116616854096,0.0004101011653496395
0.00045889966595363395,0.0004588996659567406,0.0004588996659545645,0.0004588996825013502,0.0004588996762263329,0.0004588996761412366,0.00045889966921252646,0.0004588996657346718,0.0004588996692155759,0.0004589330313763929,0.00045893301844395016,0.0004589330293212733,0.0004589330405576623,0.0004589330405368818,0.0004589330405351227,0.00045893303790598333,0.0004589330379092477,0.0004589330379063782,0.0004589103555417672,0.00045891035755864576,0.000458910357354641,0.0004589103769863809,0.0004589103768486612,0.0004589103768177837,0.00045891036716083774,0.0004589103648000709,0.0004589103616794279
0.000552983264549237,0.0005529832645551909,0.0005529832645510043,0.000552983297930774,0.0005529832842679236,0.0005529832840828569,0.000552983270798355,0.0005529832632247091,0.0005529832708042303,0.0005530472346878261,0.0005530472065275059,0.0005530472302127335,0.0005530472525339975,0.0005530472524880945,0.0005530472524844732,0.0005530472474471576,0.0005530472474530206,0.0005530472474473917,0.0005530038098138947,0.0005530038142041765,0.0005530038137607604,0.0005530038514908114,0.0005530038511898179,0.0005530038511229482,0.0005530038326092397,0.0005530038274665482,0.0005530038206731485
0.0006948518602468133,0.0006948518602566105,0.0006948518602497098,0.0006948519164595197,0.0006948518927188776,0.0006948518923974515,0.0006948518705328227,0.0006948518573720224,0.000694851870542514,0.0006949571221101961,0.0006949570731765363,0.0006949571143338536,0.0006949571516437457,0.0006949571515635325,0.0006949571515573829,0.0006949571432776521,0.0006949571432869808,0.0006949571432776252,0.0006948857624114874,0.0006948857700393208,0.0006948857692693604,0.0006948858314210852,0.0006948858308973047,0.0006948858307813557,0.0006948858003197158,0.0006948857913820067,0.0006948857795785756
0.00088419979236064,0.0008841997923757729,0.0008841997923651175,0.0008841998789566748,0.0008841998425158956,0.0008841998420224968,0.0008841998082492256,0.0008841997880481484,0.0008841998082641896,0.0008843623131897947,0.00088436223807693,0.0008843623012531569,0.0008843623586972983,0.0008843623585742286,0.0008843623585647694,0.0008843623458001534,0.0008843623458145666,0.0008843623458001543,0.0008842522785559992,0.0008842522902645985,0.0008842522890826542,0.0008842523850206027,0.000884252384216734,0.0008842523840387161,0.0008842523370124859,0.0008842523232936719,0.0008842523051756174
0.0011188747260204143,0.001118874726043296,0.0011188747260272205,0.0011188748534717897,0.0011188748017973973,0.0011188748010973596,0.001118874750039657,0.0011188747213958313,0.0011188747500622165,0.001119120249482307,0.0011191201429680277,0.0011191202325555995,0.0011191203175877212,0.001119120317414298,0.0011191203174005316,0.0011191202981555542,0.0011191202981780497,0.0011191202981565783,0.0011189541903026167,0.0011189542069080763,0.001118954205230681,0.001118954349944795,0.0011189543488068084,0.0011189543485537422,0.0011189542775255337,0.0011189542580758171,0.0011189542323810273
0.0013967881238947512,0.0013967881239290202,0.0013967881239050268,0.0013967883065914466,0.0013967882372386703,0.0013967882362981915,0.0013967881598543103,0.001396788121416268,0.0013967881598879416,0.001397155380040324,0.0013971552370858316,0.0013971553573230292,0.0013971554804580308,0.0013971554802280348,0.0013971554802086723,0.0013971554514937599,0.00139715545152915,0.001397155451497728,0.0013969070945335732,0.0013969071168253731,0.0013969071145707437,0.0013969073305078444,0.0013969073289853882,0.0013969073286441713,0.0013969072224382947,0.0013969071963450062,0.001396907161853211
0.0017162891795263276,0.0017162891795769646,0.0017162891795416443,0.001716289436159041,0.0017162893467664458,0.001716289345552484,0.0017162892326381507,0.0017162891831026144,0.0017162892326875938,0.00171683108568758,0.0017168309014264293,0.001716831056406688,0.0017168312314990606,0.0017168312312076162,0.0017168312311810511,0.001716831188924223,0.0017168311889792921,0.0017168311889340575,0.0017164646193590946,0.0017164646481019896,0.001716464645189748,0.0017164649629293751,0.0017164649609758055,0.0017164649605331387,0.0017164648038970828,0.001716464770282987,0.0017164647258128792
0.0020756557782636758,0.002075655778337833,0.002075655778286301,0.0020756561345102714,0.002075656022825994,0.0020756560213063976,0.0020756558560096256,0.0020756557941372725,0.002075655856081664,0.0020764481892245157,0.0020764479590170025,0.002076448152643239,0.002076448398950379,0.002076448398594684,0.0020764483985587913,0.0020764483369407893,0.002076448337025499,0.0020764483369610227,0.0020759116232294513,0.0020759116591562866,0.0020759116555075243,0.0020759121187535344,0.0020759121163276243,0.0020759121157697745,0.0020759118868724034,0.0020759118449080486,0.002075911789328816
0.00247358258219429,0.002473582582302053,0.0024735825822274314,0.002473583073205773,0.0024735829370924993,0.002473582935235873,0.00247358269512259,0.0024735826197419225,0.0024735826952267713,0.002474732357146316,0.002474732076590029,0.0024747323125658377,0.002474732656704694,0.0024747326562846368,0.0024747326562365845,0.002474732567063054,0.0024747325671916763,0.0024747325671003973,0.002473951735913439,0.002473951779724679,0.0024739517752614057,0.0024739524454296994,0.0024739524424967807,0.0024739524418092716,0.0024739521099412143,0.00247395205884906,0.0024739519910814823
0.0029091011304568483,0.0029091011306113935,0.0029091011305047033,0.002909101801382066,0.002909101638806574,0.002909101636582092,0.0029091012923461584,0.002909101202347926,0.002909101292494942,0.0029107478664800214,0.002910747531388409,0.002910747813236111,0.0029107482896781815,0.002910748289196452,0.002910748289132651,0.002910748161676638,0.0029107481618680397,0.0029107481617401208,0.002909625600613325,0.0029096256529806495,0.0029096256476253005,0.0029096266048338083,0.0029096266013657565,0.002909626600533249,0.0029096261256102117,0.0029096260646611625,0.002909625983672139
0.0033811136869054247,0.003381113687124901,0.0033811136869737832,0.003381114598994608,0.003381114408065226,0.003381114405442638,0.0033811139167276693,0.00338111381108838,0.003381113916938196,0.003383449827218504,0.003383449433699057,0.0033834497646941255,0.003383450420797772,0.003383450420261543,0.0033834504201771575,0.003383450239559713,0.0033834502398402805,0.0033834502396621552,0.003381849566028607,0.003381849627585717,0.0033818496212605674,0.003381850975854733,0.0033818509718333938,0.0033818509708390286,0.0033818502976232182,0.003381850226156399,0.003381850130974154
