x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68
0.0004,0.00039999999999999693,0.000400000000000003,0.0004000000000000031,0.0004000000000000031,0.0003999999999999999,0.0004000000000000029,0.000400000000000003,0.00039999999999999693,0.0004000000000000031,0.00039999999999999715,0.0004000000000000031,0.00039999999999999693,0.0004000000000000029,0.0004000000000000031,0.00039999999999999693,0.0004000000000000029,0.0004000000000000031,0.0004,0.00039999999999999704,0.0004000000000000031,0.000400000000000003,0.00039999999999999693,0.0004000000000000031,0.00039999999999999715,0.0004000000000000031,0.0004000000000000031,0.0004000000000000031,0.0003999999999999999,0.00040000000000000013,0.00039999999999999693,0.00039999999999999704,0.0004000000000000031,0.0003999999999999999,0.00039999999999999704,0.000400000000000003,0.00039999999999999693,0.000400000000000003,0.00039999999999999693,0.00039999999999999693,0.0003999999999999999,0.00039999999999999693,0.0004000000000000029,0.00039999999999999715,0.00039999999999999715,0.0003999999999999999,0.00039999999999999693,0.0003999999999999999,0.00039999999999999693,0.0004000000000000031,0.00039999999999999693,0.00039999999999999693,0.00039999999999999715,0.00039999999999999693,0.0004000000000000029,0.00039999999999999693,0.0004,0.0004000000000000031,0.0004000000000000031,0.0004,0.00039999999999999704,0.0004000000000000031,0.0004,0.000400000000000003,0.0004000000000000029,0.0003999999999999999,0.0004000000000000031,0.00039999999999999704
0.00040001389239196903,0.0004020213555351108,0.0003977652310809116,0.0003979691728500347,0.00039797817512963264,0.0003997184979557681,0.00039748289331250627,0.00039775223992903256,0.000402044349650409,0.0003979691508054554,0.00040251751639377065,0.00039797754307967383,0.0004020224760513313,0.00039745868077770266,0.00039795453003802937,0.0004020213764687709,0.0003974591225067355,0.00039797859334365714,0.00039999935990397555,0.0004022466313417442,0.00039797864549715866,0.00039777980739536683,0.0004020454699056586,0.0003979781467426313,0.00040251821472067346,0.00039797814835657605,0.0003979678929346978,0.0003979786431572359,0.000399709502932363,0.0004002802860056615,0.0004020454503315817,0.00040224731626198475,0.00039797817514058867,0.0003997090575070458,0.0004022202136186917,0.00039777978392221123,0.0004020214057091368,0.0003977798074389836,0.00040202179719239664,0.0004020449827247166,0.0003997322834194738,0.0004020218235912677,0.00039745868077464407,0.0004025412996594337,0.00040251708558089553,0.00039971852858205293,0.00040202242706835126,0.00039973228061800277,0.0004020308271499351,0.0003979775443082238,0.0004020217957901369,0.0004020224760514765,0.0004025182147186047,0.00040202179574405113,0.0003974591225066852,0.00040203082820792054,0.0003999993371432555,0.0003979785956209582,0.0003979785935344284,0.00040001389238653815,0.00040222134707808,0.0003979549576116805,0.00039998612782596847,0.0003977792997451381,0.0003974685974349002,0.0003997333727593809,0.0003979782029183301,0.00040222024619446126
0.00040004295303692805,0.0004131103114548124,0.0003862287587676812,0.0003868604392643475,0.0003868882385106542,0.00039912984662595686,0.0003853587463532095,0.00038618858934535283,0.00041318135189247906,0.00038686037116078466,0.0004146425207035251,0.00038688628594932983,0.00041311377315264754,0.0003852838788680037,0.00038681518727996946,0.00041311037617856796,0.00038528524470317886,0.0003868895306115425,0.00039999802092473876,0.0004138079221004317,0.00038688969173368326,0.00038627379459412945,0.00041318481254666345,0.00038688815080953765,0.00041464468012873196,0.0003868881560330142,0.0003868564852667374,0.0003868896845053692,0.0003991020354677132,0.0004008663935432258,0.0004131847520826704,0.00041381003905981406,0.0003868882385541799,0.0003991006582690349,0.0004137262703577773,0.00038627372234086515,0.00041311046646216843,0.0003862737947291369,0.00041311167598316085,0.00041318330797643804,0.0003991724699071561,0.00041311175772482117,0.00038528387885854675,0.00041471606064139173,0.00041464118837690857,0.0003991299413210092,0.00041311362182282245,0.0003991724612442606,0.00041313956073561693,0.0003868862897474154,0.0004131116716512494,0.0004131137731551163,0.0004146446801223707,0.00041311167152141695,0.0003852852447030812,0.0004131395640040833,0.0003999979505538928,0.0003868895376470143,0.00038688953141101146,0.0004000429530199499,0.000413729773755888,0.00038681650750997475,0.0003999571094738651,0.00038627222542091425,0.0003853145551908291,0.0003991758379981781,0.0003868883243589145,0.00041372637104672655
0.00040007970065987855,0.00043513460657507435,0.0003636353477392912,0.00036481120783552916,0.0003648627051737551,0.0003983862558091857,0.00036203000354561086,0.0003635607982227692,0.00043526630702699575,0.0003648110815907632,0.00043797234819040843,0.000364859085813827,0.00043514102374650324,0.0003618910762506614,0.00036472727800854177,0.00043513472664772333,0.00036189361065746964,0.00036486510065079913,0.0003999963277633746,0.00043643273179222485,0.00036486539933466286,0.00036371882934136036,0.00043527272167113475,0.00036486254259035224,0.0004379763556257281,0.0003648625526868183,0.0003648038784195445,0.00036486538593606514,0.0003983346491005935,0.00040160676721893963,0.00043527260960164255,0.00043643665820008553,0.00036486270527129295,0.00039833209347379185,0.00043628129113037903,0.0003637186958481664,0.00043513489392451666,0.00036371882959210743,0.00043513713632054555,0.0004352699336196094,0.00039846535243101517,0.0004351372881734429,0.00036189107623311355,0.0004381088114979816,0.00043796987532100916,0.00039838643153566265,0.00043514074321073556,0.00039846533635369417,0.0004351887921645053,0.0003648590928591848,0.00043513712829052387,0.00043514102375459676,0.0004379763556139849,0.0004351371280716852,0.0003618936106573893,0.000435188798223292,0.00039999619719097764,0.0003648651136929932,0.00036486510249865526,0.0004000797006280506,0.0004362877892010771,0.000364729724015276,0.00039992041533106826,0.00036371591862472156,0.0003619480372888846,0.0003984716024570162,0.00036486286431358157,0.0004362814778897471
0.00040012510943031624,0.00046882663571340074,0.00032922977841770074,0.0003310883942200296,0.00033116914368369117,0.0003974701785925188,0.000326732249808328,0.00032911260165663467,0.0004690334015555614,0.00033108819604634425,0.00047327144629828646,0.00033116346250408217,0.0004688367094861876,0.00032651396643592685,0.00033095652904861436,0.0004688268243113888,0.00032651794831074115,0.00033117290467957606,0.0003999942355319216,0.0004708772390782251,0.0003311733735626948,0.00032936075439813305,0.00046904347044979873,0.00033116888844772366,0.0004732777432793824,0.00033116890478477836,0.0003310768889761786,0.0003311733525304222,0.0003973891485123563,0.00040251886571535437,0.0004690432945444592,0.00047088340490052317,0.0003311691438566766,0.00039738513545747926,0.00047063943478302124,0.0003293605453836806,0.00046882708680458165,0.00032936075479229085,0.00046883060749481535,0.0004690390953535176,0.00039759439022145614,0.0004688308462566332,0.0003265139664083557,0.0004734858571852907,0.00047326755983746765,0.0003974704545350464,0.0004688362690886586,0.00039759436497357597,0.00046891160578014303,0.00033116347356944656,0.00046883059488948766,0.0004688367095030389,0.00047327774326100247,0.00046883059457169965,0.0003265179483107339,0.0004689116152909983,0.0003999940305702795,0.0003311729251536476,0.0003311729080117037,0.00040012510937996964,0.00047064963896979446,0.0003309603668328169,0.00039987507264562026,0.00032935618305539874,0.0003266035517000734,0.0003976042043994132,0.00033116939350065174,0.0004706397280646681
0.000400182095058603,0.0005142825166443236,0.00028285925367157853,0.000285593808324074,0.00028571133005582183,0.00039632758879795487,0.00027927045816013274,0.0002826882632513271,0.0005145839545492076,0.00028559351946093645,0.0005207349338799531,0.0002857030497853798,0.0005142972009237923,0.00027895211282956607,0.000285401368449163,0.0005142827916533523,0.0002789579196814174,0.00028571681338717466,0.0003999916098812553,0.0005172969310422656,0.00028571749687634134,0.00028304992014379943,0.0005145986308208216,0.00028571095799108414,0.0005207441178916581,0.00028571098223961316,0.0002855770380635725,0.0002857174662188244,0.0003962095779468973,0.000403656453180167,0.000514598374430102,0.0005173059178146538,0.00028571133032568,0.00039620373243963333,0.0005169503555744279,0.0002830496160712274,0.0005142831741993115,0.00028304992071862,0.000514288307246692,0.0005145922553960999,0.0003965085389450205,0.0005142886556224293,0.00027895211278935496,0.0005210476299196085,0.0005207292641864693,0.0003963279907400632,0.0005142965589596329,0.00039650850216710435,0.0005144061916762835,0.0002857030659199479,0.0005142882888724278,0.0005142972009520478,0.0005207441178649147,0.0005142882884321319,0.00027895791968151316,0.0005144062055396912,0.00039999131156505987,0.0002857168432321967,0.0002857168186286092,0.00040018209498497226,0.0005169652274770567,0.0002854069603318692,0.00039981816995006235,0.0002830432567621143,0.0002790829297309128,0.000396522834216972,0.0002857116942043866,0.0005169507830230382
0.0004002559291760176,0.0005713026079384145,0.00022462271960198613,0.00022852329903684312,0.00022868871122047648,0.00039486810089965917,0.0002196766236159444,0.00022438144982342951,0.0005717278515369638,0.00022852289160765318,0.000580330981552197,0.0002286770340207173,0.0005713233196019274,0.0002192277388276413,0.00022825144684101865,0.0005713029958697558,0.00021923592634381266,0.00022869644707408906,0.00039998820789942884,0.0005755976924012851,0.00022869741113195005,0.00022489093476918564,0.0005717485521297878,0.00022868818641963182,0.0005803439314610253,0.00022868822080595545,0.00022849964525873493,0.00022869736789023754,0.0003947020200529143,0.00040510943463982,0.0005717481904987386,0.0005756103542521109,0.00022868871160861332,0.00039469379097429664,0.0005751094536450628,0.00022489050666118737,0.0005713035354167093,0.0002248909355791305,0.0005713107772103206,0.0005717395618022896,0.0003951228880579866,0.0005713112687240586,0.00021922773877093715,0.0005807718983985548,0.0005803229848370694,0.0003948686667259634,0.0005713224141331275,0.00039512283628412374,0.0005714767009637065,0.0002286770567799459,0.0005713107512939794,0.0005713233196433435,0.0005803439314233411,0.000571310750682682,0.000219235926343995,0.0005714767205177746,0.000399987788625135,0.00022869648917041256,0.00022869645462999554,0.00040025592907235466,0.0005751304041943478,0.00022825933185316138,0.0003997444432840509,0.00022488154621999292,0.00021941248260580533,0.00039514301180520485,0.0002286892248363943,0.0005751100558244692
0.00040035417848672573,0.0006396539617696832,0.00015462323451061812,0.00016010431484534158,0.00016033395214643637,0.00039299058120502136,0.0001479954713864911,0.0001542879124356666,0.0006402460049923692,0.00016010374768775913,0.0006520150971652232,0.00016031770111019208,0.000639682791113874,0.00014737177268751308,0.0001597251749605506,0.0006396545016823539,0.00014738314826326295,0.0001603447228325868,0.0003999836808863202,0.0006456831499341854,0.00016034606477649305,0.0001549947062861946,0.0006402748236059175,0.00016033322164329145,0.0006520330883608076,0.00016033326920191344,0.00016007138786125214,0.00016034600458449274,0.0003927601063835071,0.00040697822838789747,0.0006402743201542433,0.0006457007190297833,0.0001603339526742475,0.0003927486804651993,0.0006450058325066629,0.00015499411210835525,0.0006396552527950009,0.0001549947074095265,0.0006396653357848012,0.0006402623100151986,0.00039334447740853475,0.0006396660196965945,0.00014737177260871787,0.0006526277232060044,0.0006520039845836945,0.00039299136681839817,0.0006396815307839268,0.0003933444055250126,0.0006398956851553499,0.0001603177327856244,0.0006396652997104752,0.0006396827911689161,0.0006520330883084073,0.0006396652988434435,0.00014738314826344965,0.0006398957123759153,0.0003999831006501947,0.00016034478142978715,0.00016034473307959516,0.0004003541783434369,0.0006450348940784934,0.00015973615004631514,0.00039964633695302345,0.00015498168058377233,0.0001476288852856167,0.00039337241799441833,0.00016033466706411162,0.0006450066678469595
0.00040048505598555344,0.0007191695395433262,7.292246631632779e-5,8.049789204237433e-5,8.081378343680816e-5,0.0003906613243588799,6.430460526354154e-5,7.246178229394285e-5,0.0007199864745066548,8.049710948868598e-5,0.0007357099222447825,8.079136839621277e-5,0.0007192093106333916,6.344725449207791e-5,7.997375353984375e-5,0.0007191702841701064,6.346289135813121e-5,8.08286457705905e-5,0.0003999776503186056,0.0007274985267820401,8.083049708137627e-5,7.343107485683844e-5,0.0007200262444795174,8.081277568419622e-5,0.0007357346482213275,8.081284033049278e-5,8.045246045726044e-5,8.083041403978726e-5,0.00039034429951396944,0.0004092957400011766,0.0007200255497042603,0.0007275226273514442,8.081378412569612e-5,0.00039032857060643,0.0007265696639236732,7.34302590619012e-5,0.0007191713206057008,7.343107639645096e-5,0.0007191852342459516,0.0007200089779347779,0.0003911487501922885,0.0007191861769610718,6.344725438375257e-5,0.0007365520524861668,0.0007356946469949848,0.0003906624058074223,0.0007192075720442504,0.00039114865124216275,0.0007195021079583459,8.079141208110793e-5,0.0007191851844796458,0.0007192093107011233,0.0007357346481491737,0.0007191851832326933,6.346289135817084e-5,0.0007195021455174181,0.00039997685565618075,8.08287266101861e-5,8.0828659054644e-5,0.00040048505578995687,0.0007266095120103536,7.998889775867217e-5,0.00039951564991106553,7.341321168259342e-5,6.380119771702249e-5,0.0003911872128390037,8.081476968420289e-5,0.0007265708093413207
0.0004006605773272502,0.0008096925028741504,-2.038415837444629e-5,-1.0147971054751267e-5,-9.715406948784876e-6,0.00038784766042509333,-3.1263848628366054e-5,-2.1012039089842523e-5,0.0008108145098902225,-1.0149045952475536e-5,0.0008312836770380645,-9.74618176137178e-6,0.0008097471141143291,-3.243426741392642e-5,-1.0869153324936346e-5,0.0008096935249704093,-3.241292027231311e-5,-9.694994752518888e-6,0.0003999695623241591,0.0008209580121085864,-9.69245257764962e-6,-1.9692955769649704e-5,0.0008108691505991986,-9.716790691569293e-6,0.0008313174223125992,-9.716703752313586e-6,-1.0210373033551177e-5,-9.692566612824912e-6,0.0003874133054814647,0.0004120934550542551,0.0008108681960248894,0.0008209908201286266,-9.71540607738546e-6,0.0003873917343452399,0.0008196939609106835,-1.9694067721510154e-5,0.0008096949485808468,-1.969295367624678e-5,0.0008097140581045104,0.000810845429031825,0.00038851656616166024,0.000809715351129882,-3.243426756182206e-5,0.00083243332126412,0.0008312628280882473,0.00038784914359197333,0.0008097447269748535,0.00038851643045553,0.0008101479710552961,-9.746121800438697e-6,0.0008097139897683596,0.0008097471141917665,0.0008313174222138711,0.0008097139879595783,-3.2412920272670135e-5,0.0008101480226460191,0.0003999684800746286,-9.694883744673015e-6,-9.694978129938623e-6,0.00040066057706214585,0.000819748174922386,-1.084834613125353e-5,0.00039934038398464403,-1.9717261562065668e-5,-3.195059120442514e-5,0.0003885693184286338,-9.714052707975322e-6,0.0008196955193001302
